Species,Plot,Observers,Date,Intersection,Height(cm),BasalDiam(cm),Distance (m)
Vaccinium angustifolium ,CS_58,IR & GR,2019-07-28,S3,42,0.5,9.06
Vaccinium angustifolium ,CS_58,IR & GR,2019-07-28,S4,42,0.5,9.24
Vaccinium angustifolium ,CS_58,IR & GR,2019-07-28,S5,46,0.3,9.68
Vaccinium angustifolium ,CS_58,IR & GR,2019-07-28,W1,40,0.3,3.56
Vaccinium angustifolium ,CS_58,IR & GR,2019-07-28,W2,43,0.2,7.15
Vaccinium angustifolium ,CS_58,IR & GR,2019-07-28,W3,43,0.3,9.23
Vaccinium angustifolium ,CS_58,IR & GR,2019-07-28,W4,41,0.2,9.98
Picea maria,CS_58,IR & GR,2019-07-28,W1,186,2.2,5.75
Kalmia angustifolia,CS_58,IR & GR,2019-07-28,W1,45,0.3,6.58
Kalmia angustifolia,CS_58,IR & GR,2019-07-28,W2,43.5,0.2,6.25
Kalmia angustifolia,CS_58,IR & GR,2019-07-28,W3,65,0.6,7.38
Kalmia angustifolia,CS_58,IR & GR,2019-07-28,W4,42,0.3,8.4
Kalmia angustifolia,CS_58,IR & GR,2019-07-28,W5,42,0.3,9.23
Rhododendron groenlandicum,CS_59,IR & GR,2019-07-15,N1,42,0.2,0.18
Rhododendron groenlandicum,CS_59,IR & GR,2019-07-15,N2,50,0.3,0.13
Rhododendron groenlandicum,CS_59,IR & GR,2019-07-15,N3,44,0.5,0.05
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,N1,57,0.4,0.18
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,N2,55,0.3,0.24
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,N3,68,0.6,0.26
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,N4,65,0.7,0.12
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,N5,45,0.7,0.08
Alnus inca,CS_59,IR & GR,2019-07-15,N1,79,0.6,0.06
Alnus inca,CS_59,IR & GR,2019-07-15,N2,167,2.3,0.07
Alnus inca,CS_59,IR & GR,2019-07-15,N3,133,1,0.1
Alnus inca,CS_59,IR & GR,2019-07-15,N4,134,0.4,0.43
Alnus inca,CS_59,IR & GR,2019-07-15,N5,132,1.3,1.19
Viburnum Spp.,CS_59,IR & GR,2019-07-15,N1,50,0.6,0.8
Dryopteris intermedia,CS_59,IR & GR,2019-07-15,N1,75,0.2,2.25
Dryopteris intermedia,CS_59,IR & GR,2019-07-15,N2,63,0.2,5.3
Dryopteris intermedia,CS_59,IR & GR,2019-07-15,N3,69,0.2,5.48
Dryopteris intermedia,CS_59,IR & GR,2019-07-15,N4,72,0.3,5.65
Dryopteris intermedia,CS_59,IR & GR,2019-07-15,N5,59,0.3,6.64
Cornus stolonifera,CS_59,IR & GR,2019-07-15,N1,40,0.2,5.98
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,E1,44,0.3,0.5
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,E2,61,0.6,0.5
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,E3,50,0.2,0.5
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,E4,42,0.2,0.5
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,E5,41,0.2,1
Alnus inca,CS_59,IR & GR,2019-07-15,E1,59,0.7,1.12
Alnus inca,CS_59,IR & GR,2019-07-15,E2,143,1.5,2
Alnus inca,CS_59,IR & GR,2019-07-15,E3,162,1.7,2
Alnus inca,CS_59,IR & GR,2019-07-15,E4,142,1,2.43
Alnus inca,CS_59,IR & GR,2019-07-15,E5,159,1.9,2.7
Dryopteris intermedia,CS_59,IR & GR,2019-07-15,E1,47,0.2,3.75
Picea maria,CS_59,IR & GR,2019-07-15,E1,85,1.3,7.75
Picea maria,CS_59,IR & GR,2019-07-15,E2,90,2.2,8.17
Picea maria,CS_59,IR & GR,2019-07-15,E3,84,2,8.12
Cornus stolonifera,CS_59,IR & GR,2019-07-15,E1,57,0.4,9.78
Cornus stolonifera,CS_59,IR & GR,2019-07-15,E2,47,0.4,9.83
Cornus stolonifera,CS_59,IR & GR,2019-07-15,E3,60,0.7,9.9
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,S1,83,0.8,0.15
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,S2,47,0.3,0.04
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,S3,100,0.8,0.16
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,S4,96,0.6,0.47
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,S5,62,0.7,0.37
Alnus inca,CS_59,IR & GR,2019-07-15,S1,62.5,0.5,0.06
Alnus inca,CS_59,IR & GR,2019-07-15,S2,166.5,2,0.01
Alnus inca,CS_59,IR & GR,2019-07-15,S3,119,1,0.64
Alnus inca,CS_59,IR & GR,2019-07-15,S4,75,0.5,0.77
Alnus inca,CS_59,IR & GR,2019-07-15,S5,63,0.8,1.06
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,W1,86,0.3,0.5
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,W2,54.5,0.2,0.5
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,W3,76,0.4,0.55
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,W4,61,0.4,0.6
Kalmia angustifolia,CS_59,IR & GR,2019-07-15,W5,93,0.9,0.54
Alnus inca,CS_59,IR & GR,2019-07-15,W1,141,2,0.5
Alnus inca,CS_59,IR & GR,2019-07-15,W2,119,0.9,0.5
Alnus inca,CS_59,IR & GR,2019-07-15,W3,99,0.8,0.77
Alnus inca,CS_59,IR & GR,2019-07-15,W4,176,1,1.56
Alnus inca,CS_59,IR & GR,2019-07-15,W5,113,0.8,1.59
Viburnum Spp.,CS_59,IR & GR,2019-07-15,W1,61,0.4,1
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,N1,54,0.4,0.45
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,N2,69,0.4,0.45
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,N3,89,0.5,0.45
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,N4,48,0.25,0.8
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,N5,90,0.7,0.9
Vaccinium angustifolium ,CS_60,YW & AM,2019-07-14,E1,41,0.2,3.3
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,E1,58,0.25,1.2
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,E2,51,0.25,1.2
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,E3,64,0.25,1.2
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,E4,78,0.3,1.2
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,E5,77,0.6,1.4
Vaccinium angustifolium ,CS_60,YW & AM,2019-07-14,S1,64,0.2,0.6
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,S1,55,0.2,0.4
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,S2,45,0.25,0.6
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,S3,77,0.25,1.1
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,S4,78,0.4,1.1
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,S5,67,0.25,1.75
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,W1,71,0.4,0.5
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,W2,74,0.4,0.5
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,W3,63,0.3,0.6
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,W4,75,0.4,0.6
Kalmia angustifolia,CS_60,YW & AM,2019-07-14,W5,102,0.4,0.7
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,E1,49,0.2,0.25
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,E2,42,0.2,0.42
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,E3,62,0.2,0.62
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,E4,53,0.2,0.63
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,E5,75,0.5,0.7
Amelanchier Spp.,CS_61,IR & GR,2019-07-27,E1,44,1,0.44
Amelanchier Spp.,CS_61,IR & GR,2019-07-27,E2,48,0.4,0.55
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,E1,40,0.3,1.07
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,E2,40,0.3,2.79
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,E3,41,0.3,3.55
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,E4,64,0.4,4.19
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,E5,46,0.3,4.3
Picea maria,CS_61,IR & GR,2019-07-27,E1,163,3.9,9.47
Picea glauca,CS_61,IR & GR,2019-07-27,N1,170,4.5,1.03
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,N1,56,0.2,0.26
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,N2,61,0.3,0.46
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,N3,66,0.2,0.92
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,N4,53,0.2,0.93
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,N5,54,0.2,1.03
Picea maria,CS_61,IR & GR,2019-07-27,N1,139,2.4,0.5
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,N1,64,0.2,0.9
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,N2,59,0.4,0.99
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,N3,48,0.3,1.01
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,N4,52,0.3,1.03
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,N5,59,0.2,1.05
Picea glauca,CS_61,IR & GR,2019-07-27,N2,155,5.7,2.5
Viburnum Spp.,CS_61,IR & GR,2019-07-27,N1,64,0.8,6.56
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,S1,58,0.3,0.47
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,S2,45,0.3,0.94
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,S3,50,0.5,1.54
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,S4,43,0.3,4.52
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,S5,58,0.3,4.61
Picea maria,CS_61,IR & GR,2019-07-27,S1,115,1.2,0.92
Amelanchier Spp.,CS_61,IR & GR,2019-07-27,S1,94,0.3,1.3
Picea maria,CS_61,IR & GR,2019-07-27,S2,123,1.8,1.66
Picea glauca,CS_61,IR & GR,2019-07-27,S1,181,2.7,2.89
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,S1,40,0.2,6.14
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,S2,47,0.2,6.19
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,S3,40,0.3,6.27
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,S4,62,0.4,6.8
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,S5,63,0.8,8.51
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,W1,58,0.3,0.9
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,W2,43,0.2,1.19
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,W3,54,0.3,1.14
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,W4,40,0.3,1.28
Kalmia angustifolia,CS_61,IR & GR,2019-07-27,W5,46,0.2,1.54
Picea maria,CS_61,IR & GR,2019-07-27,W1,112,1,2.2
Betula papyrifera,CS_61,IR & GR,2019-07-27,W1,60,0.6,4.78
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,W1,43,0.3,4.96
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,W2,45,0.5,4.98
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,W3,54,0.2,5.04
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,W4,58,0.3,5.43
Vaccinium angustifolium ,CS_61,IR & GR,2019-07-27,W5,51,0.3,5.39
Kalmia angustifolia,CS_62,IR & GR,2019-07-21,N1,117,0.3,0.02
Kalmia angustifolia,CS_62,IR & GR,2019-07-21,N2,72,0.2,0.03
Kalmia angustifolia,CS_62,IR & GR,2019-07-21,N3,48,0.2,0.1
Kalmia angustifolia,CS_62,IR & GR,2019-07-21,N4,61,0.3,0.26
Kalmia angustifolia,CS_62,IR & GR,2019-07-21,N5,46,0.3,0.33
Vaccinium angustifolium ,CS_62,IR & GR,2019-07-21,N1,42,0.3,0.11
UK Shrub 1,CS_62,IR & GR,2019-07-21,N1,86,0.6,0.58
Vaccinium angustifolium ,CS_62,IR & GR,2019-07-21,N2,69,0.4,0.76
Vaccinium angustifolium ,CS_62,IR & GR,2019-07-21,N3,44,0.2,0.82
Vaccinium angustifolium ,CS_62,IR & GR,2019-07-21,N4,63,0.7,1.23
UK Shrub 1,CS_62,IR & GR,2019-07-21,N2,107,0.9,1.32
Amelanchier Spp.,CS_62,IR & GR,2019-07-21,N1,52,0.6,1.65
Vaccinium angustifolium ,CS_62,IR & GR,2019-07-21,N5,47,0.4,1.65
Amelanchier Spp.,CS_62,IR & GR,2019-07-21,N2,51,0.2,1.98
Amelanchier Spp.,CS_62,IR & GR,2019-07-21,N3,44,0.5,2.22
UK Shrub 1,CS_62,IR & GR,2019-07-21,N3,48,0.6,3.05
UK Shrub 1,CS_62,IR & GR,2019-07-21,N4,54,0.3,3.24
UK Shrub 1,CS_62,IR & GR,2019-07-21,N5,45,0.4,3.9
Alnus inca,CS_62,IR & GR,2019-07-21,N1,193,4.1,9.58
Alnus inca,CS_62,IR & GR,2019-07-21,N2,102,2,10
Alnus inca,CS_62,IR & GR,2019-07-21,N3,96,1.4,10
Kalmia angustifolia,CS_62,IR & GR,2019-07-21,E1,48,0.3,0.75
Kalmia angustifolia,CS_62,IR & GR,2019-07-21,E2,62,0.4,0.69
Kalmia angustifolia,CS_62,IR & GR,2019-07-21,E3,61,0.4,0.7
Kalmia angustifolia,CS_62,IR & GR,2019-07-21,E4,50,0.3,0.97
Kalmia angustifolia,CS_62,IR & GR,2019-07-21,E5,44.5,0.2,0.85
Picea maria,CS_62,IR & GR,2019-07-21,E1,90,1.4,0.78
Vaccinium angustifolium ,CS_62,IR & GR,2019-07-21,E1,48,0.4,0.7
Vaccinium angustifolium ,CS_62,IR & GR,2019-07-21,E2,40,0.2,1
Viburnum Spp.,CS_62,IR & GR,2019-07-21,E1,49,0.3,1.12
Vaccinium angustifolium ,CS_62,IR & GR,2019-07-21,E3,58,0.3,1.62
Vaccinium angustifolium ,CS_62,IR & GR,2019-07-21,E4,57,0.2,1.6
Vaccinium angustifolium ,CS_62,IR & GR,2019-07-21,E5,45,0.2,1.71
UK Shrub 1,CS_62,IR & GR,2019-07-21,E1,72.5,0.4,2.25
Viburnum Spp.,CS_62,IR & GR,2019-07-21,E2,60,0.3,2.48
Viburnum Spp.,CS_62,IR & GR,2019-07-21,E3,78.5,0.5,2.53
Viburnum Spp.,CS_62,IR & GR,2019-07-21,E4,40,0.5,2.72
Amelanchier Spp.,CS_62,IR & GR,2019-07-21,E1,144,0.7,5.03
Picea maria,CS_62,IR & GR,2019-07-21,E2,164,2.5,5.18
Picea maria,CS_62,IR & GR,2019-07-21,E3,142,1,5.18
Picea maria,CS_62,IR & GR,2019-07-21,E4,93,1.3,5.87
Picea maria,CS_62,IR & GR,2019-07-21,E5,104,2.8,6.1
Vaccinium angustifolium ,CS_62,IR & GR,2019-07-21,S1,69,0.3,0.17
Kalmia angustifolia,CS_62,IR & GR,2019-07-21,S1,65,0.3,0.29
Kalmia angustifolia,CS_62,IR & GR,2019-07-21,S2,55,0.2,0.15
Kalmia angustifolia,CS_62,IR & GR,2019-07-21,S3,90,0.5,0.35
Kalmia angustifolia,CS_62,IR & GR,2019-07-21,S4,53,0.3,0.43
Kalmia angustifolia,CS_62,IR & GR,2019-07-21,S5,50,0.3,0.79
Vaccinium angustifolium ,CS_62,IR & GR,2019-07-21,S2,51,0.3,0.86
Vaccinium angustifolium ,CS_62,IR & GR,2019-07-21,S3,44,0.2,0.87
Vaccinium angustifolium ,CS_62,IR & GR,2019-07-21,S4,45,0.4,0.79
Vaccinium angustifolium ,CS_62,IR & GR,2019-07-21,S5,51,0.1,0.92
Amelanchier Spp.,CS_62,IR & GR,2019-07-21,S1,75,0.5,0.35
Amelanchier Spp.,CS_62,IR & GR,2019-07-21,S2,54,0.8,0.44
Amelanchier Spp.,CS_62,IR & GR,2019-07-21,S3,56,0.6,0.5
UK Shrub 1,CS_62,IR & GR,2019-07-21,S1,47,0.3,1.5
UK Shrub 1,CS_62,IR & GR,2019-07-21,S2,56,0.4,1.9
Rhododendron cadense,CS_62,IR & GR,2019-07-21,S1,51,0.5,1.98
UK Shrub 1,CS_62,IR & GR,2019-07-21,S3,61,0.2,2.52
Viburnum Spp.,CS_62,IR & GR,2019-07-21,S2,50,0.6,2.54
UK Shrub 1,CS_62,IR & GR,2019-07-21,S4,63,0.3,2.58
Rhododendron cadense,CS_62,IR & GR,2019-07-21,S2,58,0.5,2.84
Picea maria,CS_62,IR & GR,2019-07-21,S1,113,3.5,3
UK Shrub 1,CS_62,IR & GR,2019-07-21,S5,49,0.4,3.24
Viburnum Spp.,CS_62,IR & GR,2019-07-21,S2,41.5,0.3,3.25
Alnus inca,CS_63,IR & GR,2019-07-29,N1,174,2.4,3.22
Kalmia angustifolia,CS_63,IR & GR,2019-07-29,N1,43,0.3,6.24
Kalmia angustifolia,CS_63,IR & GR,2019-07-29,N2,50,0.4,6.3
Rubus idaeus,CS_63,IR & GR,2019-07-29,N1,55,0.2,6.36
Kalmia angustifolia,CS_63,IR & GR,2019-07-29,N3,49,0.4,6.31
Kalmia angustifolia,CS_63,IR & GR,2019-07-29,N4,44,0.3,6.31
Kalmia angustifolia,CS_63,IR & GR,2019-07-29,N5,40,0.3,6.35
Rubus idaeus,CS_63,IR & GR,2019-07-29,N2,40,0.3,6.4
Rubus idaeus,CS_63,IR & GR,2019-07-29,N3,60,0.3,6.6
Rubus idaeus,CS_63,IR & GR,2019-07-29,N4,50,0.3,7.67
Alnus inca,CS_63,IR & GR,2019-07-29,N2,67,0.3,6.9
Alnus inca,CS_63,IR & GR,2019-07-29,N3,52,0.4,6.77
Alnus inca,CS_63,IR & GR,2019-07-29,N4,174,1.5,6.74
Alnus inca,CS_63,IR & GR,2019-07-29,N5,103,1.2,6.93
Amelanchier Spp.,CS_63,IR & GR,2019-07-29,N1,40,0.3,7.3
Rubus idaeus,CS_63,IR & GR,2019-07-29,N5,58,0.3,8.45
Alnus inca,CS_63,IR & GR,2019-07-29,E1,180,2,3.3
Alnus inca,CS_63,IR & GR,2019-07-29,E2,198,0.9,3.77
Acer rubrum,CS_63,IR & GR,2019-07-29,E1,118,0.5,3.47
Alnus inca,CS_63,IR & GR,2019-07-29,E3,60,0.8,4.04
Alnus inca,CS_63,IR & GR,2019-07-29,E4,48,0.4,4.3
Alnus inca,CS_63,IR & GR,2019-07-29,E5,191,1.6,4.3
Rubus idaeus,CS_63,IR & GR,2019-07-29,E1,55,0.3,7.44
Rubus idaeus,CS_63,IR & GR,2019-07-29,E2,48,0.4,4.3
Picea maria,CS_63,IR & GR,2019-07-29,S1,156,2.5,0.49
Kalmia angustifolia,CS_63,IR & GR,2019-07-29,S1,42.5,0.2,1.3
Alnus inca,CS_63,IR & GR,2019-07-29,S1,140,1,2.63
Alnus inca,CS_63,IR & GR,2019-07-29,S2,66,1,3.24
Alnus inca,CS_63,IR & GR,2019-07-29,S3,102,0.7,3.82
Alnus inca,CS_63,IR & GR,2019-07-29,S4,89,0.6,3.66
Alnus inca,CS_63,IR & GR,2019-07-29,S5,177,1.2,3.74
Rubus idaeus,CS_63,IR & GR,2019-07-29,S1,40,0.2,3.7
Aralia nudicaulis,CS_63,IR & GR,2019-07-29,S1,42,0.2,4
Aralia nudicaulis,CS_63,IR & GR,2019-07-29,S2,41,0.2,5.4
Aralia nudicaulis,CS_63,IR & GR,2019-07-29,S3,42,0.3,5.98
Aralia nudicaulis,CS_63,IR & GR,2019-07-29,S4,40.5,0.5,6.7
Aralia nudicaulis,CS_63,IR & GR,2019-07-29,S5,43,0.5,7.3
Rubus idaeus,CS_63,IR & GR,2019-07-29,S2,40,0.2,8.05
Alnus inca,CS_63,IR & GR,2019-07-29,W1,173,1.2,0.98
Alnus inca,CS_63,IR & GR,2019-07-29,W2,108,0.9,1.19
Alnus inca,CS_63,IR & GR,2019-07-29,W3,166,1.1,2.09
Alnus inca,CS_63,IR & GR,2019-07-29,W4,163,1,2.16
Alnus inca,CS_63,IR & GR,2019-07-29,W5,156,1.2,2.36
Rubus idaeus,CS_63,IR & GR,2019-07-29,W1,44,0.9,2.59
Rubus idaeus,CS_63,IR & GR,2019-07-29,W2,40,0.3,3.14
Kalmia angustifolia,CS_63,IR & GR,2019-07-29,W1,55,0.7,5.94
Kalmia angustifolia,CS_63,IR & GR,2019-07-29,W2,52,0.5,5.8
Kalmia angustifolia,CS_63,IR & GR,2019-07-29,W3,50,0.6,6.07
Kalmia angustifolia,CS_63,IR & GR,2019-07-29,W4,45,0.4,6.04
Kalmia angustifolia,CS_63,IR & GR,2019-07-29,W5,43,0.4,6.2
Rubus idaeus,CS_63,IR & GR,2019-07-29,W3,41,0.3,5.95
Vaccinium angustifolium ,CS_63,IR & GR,2019-07-29,W1,45,0.2,9.4
Vaccinium angustifolium ,CS_63,IR & GR,2019-07-29,W2,40,0.2,9.3
Vaccinium angustifolium ,CS_63,IR & GR,2019-07-29,W3,40,0.2,9.47
Vaccinium angustifolium ,CS_63,IR & GR,2019-07-29,W4,43,0.3,9.62
Kalmia angustifolia,CS_64,YW & AM,2019-07-13,E1,51,2.5,3.4
Kalmia angustifolia,CS_64,YW & AM,2019-07-13,E2,42,2.5,3.4
Kalmia angustifolia,CS_64,YW & AM,2019-07-13,E3,50,2.5,3.5
Kalmia angustifolia,CS_65,IR & GR,2019-07-24,N1,43,0.2,7.47
Kalmia angustifolia,CS_65,IR & GR,2019-07-24,N2,40,0.3,8.68
Kalmia angustifolia,CS_65,IR & GR,2019-07-24,N3,54,0.3,8.75
Kalmia angustifolia,CS_65,IR & GR,2019-07-24,N4,47,0.3,8.86
Kalmia angustifolia,CS_65,IR & GR,2019-07-24,N5,42,0.3,9.53
Sorbus america,CS_65,IR & GR,2019-07-24,E1,44,0.7,0.7
Vaccinium angustifolium ,CS_65,IR & GR,2019-07-24,E1,46,0.5,3.71
Picea maria,CS_65,IR & GR,2019-07-24,E1,88,1.9,7.11
Kalmia angustifolia,CS_65,IR & GR,2019-07-24,S1,48,0.3,0.17
Picea maria,CS_65,IR & GR,2019-07-24,S1,136,1.69,1.99
Kalmia angustifolia,CS_65,IR & GR,2019-07-24,S2,45,0.2,2.6
Kalmia angustifolia,CS_65,IR & GR,2019-07-24,W1,40,0.3,2.41
Kalmia angustifolia,CS_65,IR & GR,2019-07-24,W2,56,0.3,2.5
Kalmia angustifolia,CS_65,IR & GR,2019-07-24,W3,55,0.3,2.57
Kalmia angustifolia,CS_65,IR & GR,2019-07-24,W4,54,0.2,2.61
Vaccinium angustifolium ,CS_65,IR & GR,2019-07-24,W1,40,0.3,3.11
Vaccinium angustifolium ,CS_65,IR & GR,2019-07-24,W2,44,0.4,3.23
Vaccinium angustifolium ,CS_65,IR & GR,2019-07-24,W3,40,0.3,5.11
Vaccinium angustifolium ,CS_65,IR & GR,2019-07-24,W4,53,0.2,5.55
Kalmia angustifolia,CS_65,IR & GR,2019-07-24,W1,76,0.4,7.63
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,N1,50,0.2,0.02
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,N2,40,0.2,0.04
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,N3,76,0.7,0.02
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,N4,54,0.3,0.02
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,N5,53,0.2,0.02
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,N1,42,0.2,0.09
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,N2,42,0.2,0.15
Viburnum Spp.,CS_66,IR & GR,2019-07-27,N1,64,0.3,1.7
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,N3,40,0.1,2.7
Picea glauca,CS_66,IR & GR,2019-07-27,N1,169,4,4.45
Picea maria,CS_66,IR & GR,2019-07-27,N1,171,3.5,5.94
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,N4,62,0.2,8.67
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,N5,46,0.3,8.23
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,E1,65,0.3,0.61
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,E2,50,0.2,0.83
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,E3,77,0.3,0.85
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,E4,51,0.2,0.86
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,E5,55,0.3,0.85
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,E1,46,0.5,0.2
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,E2,52,0.3,2.7
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,E3,64,0.4,2.74
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,E4,56,0.4,2.77
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,E5,46,0.2,2.95
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,S1,62,0.4,0.46
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,S2,40,0.3,0.34
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,S3,63,0.2,0.56
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,S4,51.5,0.3,0.6
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,S5,43,0.3,0.7
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,S1,50,0.4,0.09
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,S2,55,0.5,0.38
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,S3,42,0.2,1.85
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,S4,50,0.2,2.79
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,S5,40,0.1,3.65
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,W1,44,0.2,0.5
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,W2,40,0.2,0.55
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,W3,58,0.3,0.63
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,W4,44,0.2,0.52
Kalmia angustifolia,CS_66,IR & GR,2019-07-27,W5,56,0.5,0.56
Picea glauca,CS_66,IR & GR,2019-07-27,W1,152,2,1.54
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,W1,45,0.2,1.5
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,W2,41.5,0.2,2.22
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,W3,64,0.4,2.47
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,W4,48,0.3,5.49
Vaccinium angustifolium ,CS_66,IR & GR,2019-07-27,W5,46,0.2,5.9
Viburnum Spp.,CS_67,IR & GR,2019-07-17,N1,74,1.2,0.2
Vaccinium angustifolium ,CS_67,IR & GR,2019-07-17,N1,67,0.4,0.55
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,N1,40,0.1,0.6
Kalmia angustifolia,CS_67,IR & GR,2019-07-17,N2,47,0.1,0.26
